cod_art,nom_art,isbn,autor,cod_edito,cod_colecc,cod_tema,precio_1
9788496879584,"BON SCOTT: CAMINO DEL INFIERNO,VIDA Y MUERTE",9788496879584,CLINTON WALKER,496,001,171,23.0
9788496892026,PLANTALE CARA AL ESTRES Y ACABA CON EL,9788496892026,HORACIO VERINI MARIA CRISTINA ECHEGOYEN,534,001,014,18.0
9788496924666,ROCK TOTAL,9788496924666,ROY SHUKER,542,001,171,12.0
9788496924895,MUNDO GÓTICO,9788496924895,GAVIN BADDELEY,001,001,171,10.0
9788496974258,EL PARAISO DE LOS GATOS,9788496974258,EMILE ZOLA,312,001,131,13.0
9788497160223,LA FONTANA DE ORO,8497160223,LILIAN STAVELEY,134,001,221,1.0
9788497160308,INSTANTES Y NOTAS DE VIAJE,8497160304,MARGA FONT/JAUME BALANYA,134,001,172,15.0
9788497160575,VIAJE AL PAIS DE LO REAL,8497160576,VICTOR SEGALEN,134,001,022,5.0
9788497161626,PEQUEÑO TRATADO DE LA FELICIDAD,8497161629,HENRI BRUNEL,134,001,085,6.0
9788497591515,LOS COLORES DEL HIERRO,9788497591515,J.F. YVARS,001,001,001,10.0
9788497592260,EL MAESTRO Y MARGARITA,9788497592260,MIJAIL BULGAKOV,051,001,138,7.0
9788497592833,LOS NUEVOS PURITANOS,9788497592833,VV.AA (TRADUCCIÓN DE SOFIA CARLOTA NOGUERA),001,001,001,10.0
9788497594820,MONSTRUOS INVISIBLES,9788497594820,CHUCK PALANHIUK,001,001,001,10.0
9788497594837,ANTOLOGIA DE LA LITERATURA NORTEAMERICANA,8497594835,POLLACK NEAL,051,001,146,12.0
9788497597951,PAISAJE CON MUCHACHA,9788497597951,JONATHAN LETHEM,001,001,001,18.0
9788497597999,PROSA SATIRICA,8497597990,FRANCISCO DE QUEVEDO,051,001,172,8.0
9788497640664,COCINAR CON ARROZ,9788497640664,VA,356,001,105,2.0
9788497640763,ENSALADAS,9788497640763,VA,356,001,105,2.0
9788497643566,LA CELESTINA,9788497643566,FERNANDO DE ROJAS,066,001,232,8.0
9788497647885,GUIA VISUAL DEL PERRO,9788497647885,HAJE JAN KAMPS,360,001,104,22.0
9788497649148,LAS FLORES DEL MAL,,CHARLES BAUDELAIRE,356,001,138,13.0
9788497649155,ROMEO Y JULIETA,9788497649155,VA,356,001,138,12.0
9788497649162,EL ANTICRISTO,,FRIEDRICH NIETZSCHE,356,001,138,13.0
9788497649179,MUJERCITAS,,LOUISA MAY ALCOTT,356,001,138,13.0
9788497771757,SUPERAR LA ANSIEDAD Y EL PANICO,9788497771757,LINDA MANASSEE BUELL,304,001,014,12.0
9788497773539,LA DIOSA EL GRIAL Y LA LOGIA,9788497773539,ALAN BUTLER,304,001,221,18.0
9788497776370,EL REGRESO DEL CABALLERO DE LA  ARMADURA OXIDADA,9788497776370,ROBERT FISHER,304,001,014,14.0
9788497840965,AMORES PERROS,8497840968,PAUL JULIAN SMITH,107,001,038,10.0
9788497840989,CIUDADANO KANE,8497840984,LAURA MULVEY,107,001,038,10.0
9788497841054,EL MAGO DE OZ,8497841050,SALMAN RUSHDIE,107,001,038,10.0
9788497841887,EL ANGEL AZUL,9788497841887,ZOE VALDES,107,001,038,10.0
9788497842754,CASABLANCA,9788497842754,MARC AUGE,107,001,038,10.0
9788497843546,EL GATOPARDO,9788497843546,LUIS ANTONIO DE VILLENA,107,001,045,12.0
9788497845731,EL MIEDO AL DISENSO,9788497845731,ANA MARIA MIRALLES,107,001,043,10.0
9788497851855,MONUMENTOS DE LA  ANTIGUEDAD,9788497851855,HENRI STIERLIN,310,001,104,15.0
9788497857383,MUSIC BOX,9788497857383,V.A,310,001,171,34.0
9788497934596,MIS ALMUERZOS CON GENTE INQUIETANTE,8497934598,VAZQUEZ MONTALBAN MANUEL,051,001,049,12.0
9788497934824,TENIENTE BRAVO,9788497934824,JUAN MARSE,051,001,139,10.0
9788497935135,NANA,9788497935135,CHUCK PALANHIUK,001,001,001,6.0
9788497936293,RABIA,9788497936293,SERGIO BIZZIO,001,001,001,8.0
9788497936798,LA LENGUA SALVADA,8497936795,ELIAS CANETTI,051,001,151,12.0
9788497936828,HISTORIAS DE BERLIN,9788497936828,CHRISTOPHER ISHERWOOD,051,001,139,10.0
9788497937399,CIUDADES DE LA LLANURA,9788497937399,CORMAC MACARTHY,051,001,184,10.0
9788497937467,CUANDO LA NOCHE OBLIGA,8497937465,MONTERO GLEZ,051,001,240,10.0
9788497937665,EN CONTRA DEL DESTINO,9788497937665,AMY TAN,051,001,140,5.0
9788497937689,LA ANTORCHA AL OIDO,9788497937689,ELIAS CANETTI,051,001,151,12.0
9788497937696,EL JUEGO DE OJOS,9788497937696,ELIAS CANETTI,051,001,151,12.0
9788497938396,LA SONRISA DEL JAGUAR,9788497938396,SALMAN RUSHDIE,051,001,248,10.0
9788497939126,EL HADA CARABINA,8497939123,PENNAC DANIEL,051,001,184,12.0
9788497941372,PAPIROFLEXIA PARA TODOS,9788497941372,ALEXIS J MARTOS,356,001,136,18.0
9788497941853,SENTIDO Y SENSIBILIDAD,9788497941853,JANE AUSTEN,356,001,184,21.0
9788497952736,LOS OPUESTOROS,9788497952736,SEBASTIAN GARCIA SCHNETZERR,311,001,131,5.0
9788498002966,TIEMPO DE MATAR,9788498002966,LISA GARDNER,548,001,242,18.0
9788498007817,LA NOCHE DE LOS CUCHILLOS,9788498007817,IAN ESSLEMONT,548,001,318,15.0
9788498010190,LA CASA DEL SIGLO XXI,9788498010190,TERENCE CONRAN,360,001,247,20.0
9788498010749,LA VERDAD BAJO TIERRA GUATEMALA EL GENOCIDIO SILENCIADO,9788498010749,MIQUEL DEWERER PLANA,360,001,110,10.0
9788498011104,CULINARIAS GUIA COMPLETA DE LAS TECNICAS,9788498011104,JENI WRIGHT Y ERIC TREUILLE,360,001,105,39.0
9788498011852,LA NUEVA ILUSTRACION DE MODA,9788498011852,MARTIN DAWBER,360,001,269,22.0
9788498012095,POMPEYA,9788498012095,VA,352,001,136,10.0
9788498012545,EXCLUSIVOS DISEÑO DE LOCALES COMERCIALES,9788498012545,CLARE DOWDY,360,001,247,17.0
9788498013993,100 AÑOS DE MODA MASCULINA,9788498013993,CALLY BLACKMAN,360,001,269,22.0
9788498014693,DIBUJO E ILUSTRACION DE MODA,9788498014693,BIL DONOVAN,360,001,269,22.0
9788498014839,DISEÑO DE MODA EN PIEL,9788498014839,FRANCESCA STERLACCI,360,001,269,20.0
9788498014860,CUADERNOS DE BOCETOS DE DISEÑADORES DE MODA,9788498014860,HYWEL DAVIES,360,001,247,32.0
9788498015010,ECO FASHION,9788498015010,SASS BROWN,360,001,269,22.0
9788498015195,40 GRANDES ARTISTAS RETRATAN A SUS MADRES,9788498015195,V.A,360,001,202,5.0
9788498015638,MAGNUM HOJAS DE CONTACTO,9788498015638,KRISTEN LUBBEN,360,001,104,72.0
9788498015799,SOSTENIBILIDAD EN INTERIORISMO,9788498015799,SIAN MOXON,360,001,011,20.0
9788498015881,EL PROCESO DEL DISEÑO GRAFICO,9788498015881,NANCY SKOLOS THOMAS WEDELL,360,001,247,22.0
9788498016062,CASAS MEDITERRANEAS,9788498016062,DOMINIC BRADBURY,360,001,011,15.0
9788498016260,PROYECTO Y CONTRUCCION DIGITAL EN ARQUITECTURA,9788498016260,NICK DUNN,360,001,011,20.0
9788498016277,EL DETALLE EN EL DISEÑO CONTEMPORANEO DE ILUMINACION,9788498016277,JILL ENTWISTLE,360,001,247,26.0
9788498016628,UN DIA EN EL MUNDO,9788498016628,VA,360,001,104,27.0
9788498016864,FOTOGRAFIA,9788498016864,JOHN INGLEDEW,360,001,104,25.0
9788498016994,EL DETALLE EN EL DISEÑO CONTEMPORANEO DE HOTELES,9788498016994,DREW PLUNKETT OLGA REID,360,001,247,36.0
9788498017021,JAZZ,9788498017021,BOB WILLOUGHBY,360,001,104,36.0
9788498017069,ROMAN POLANSKI UNA RETROSPECTIVA,9788498017069,JAMES GREENBERG,360,001,038,36.0
9788498017144,MANUALIDADES Y JUEGOS PARA NIÑAS,9788498017144,VA,360,001,131,32.0
9788498017205,CONFECCION DE PRENDAS DE VESTIR,9788498017205,ALISON SMITH,360,001,268,32.0
9788498018387,BOB DYLAN TODAS SUS CANCIONES,9788498018387,VA,360,001,110,36.0
9788498152548,LA TAZA DE ORO,9788498152548,JOHN STEINBECK,397,001,188,5.0
9788498203554,DA VINCI GRANDES MAESTROS DE LA PINTURA,9788498203554,VA,272,001,202,15.0
9788498203561,MONET GRANDES MAESTROS DE LA PINTURA MODERNA,9788498203561,VA,272,001,202,15.0
9788498205534,KANDINSKY GRANDES MAESTROS DE LA PINTURA,9788498205534,VA,272,001,202,15.0
9788498205565,KLIMT GRANDES MAESTROS DE LA PINTURA,9788498205565,VA,272,001,202,15.0
9788498381382,EL VESTIDO ROJO,9788498381382,ROBERT ALEXIS,001,001,001,13.0
9788498381429,HARRY POTTER Y LAS RELIQUIAS DE LA MUERTE (7),9788498381429,J.K. ROWLING,167,001,001,20.0
9788498382327,MIL SOLES ESPLENDIDOS,9788498382327,KHALED HOSSEINI,001,001,001,15.0
9788498382549,EL NIÑO CON EL PIJAMA DE RAYAS,9788498382549,JOHN BOYNE,167,001,001,20.0
9788498382754,LA APUESTA,9788498382754,JOHN  BOYNE,167,001,172,8.0
9788498382921,PERCY JACKSON LA MALDICION DEL TITAN,9788498382921,RICK RIORDAN,167,001,136,16.0
9788498383249,EL BAILE,9788498383249,IRENE NEMIROVSKY,001,001,001,10.0
9788498383256,BALZAC Y LA JOVEN COSTURERA CHINA BOLS,9788498383256,DAI SIJIE,001,001,001,12.0
9788498383706,SUITE FRANCESA - BOLS,9788498383706,IRENE NEMIROVSKY,001,001,001,15.0
9788498383737,EL CURIOSO INCIDENTE DEL PERRO A MEDIA NOCHE,9788498383737,MARK HADDON,001,001,001,15.0
9788498383751,LA TERNURA DE LOS LOBOS,9788498383751,STEF PENNEY,167,001,001,12.0
9788498383775,LA ACABADORA,9788498383775,MICHELA MURGIA,167,001,184,12.0
9788498383980,COMETAS EN EL CIELO,9788498383980,KHALED HOSSEINI,167,001,264,17.0
9788498384147,LAS CORRECCIONES,9788498384147,JONATHAN FRANZEN,001,001,001,22.0
9788498384352,LOS REBELDES,9788498384352,SANDOR MARAI,001,001,001,12.0
9788498384543,LA PESCA DEL SALMON EN YEMEN BOLS,9788498384543,PAUL TORDAY,001,001,001,12.0
9788498384642,TIERRA DESACOSTUMBRADA,9788498384642,JHUMPA LAHIRI,167,001,001,12.0
9788498384710,EL FARO DE ALEJANDRIA,9788498384710,GILLIAN BRADSHAW,001,001,001,14.0
9788498386264,PERCY JACKSON EL LADRON DEL RAYO 1,9788498386264,RICK RIORDAN,167,001,136,35.0
9788498386271,PERCY JACKSON EL MAR DE LOS MONSTRUOS 2,9788498386271,RICK RIORDAN,167,001,136,35.0
9788498386288,PERCY JACKSON LA MALDICION DEL TITAN 3,9788498386288,RICK RIORDAN,167,001,136,35.0
9788498386295,PERCY JACKSON LA BATALLA DEL LABERINTO 4,9788498386295,RICK RIORDAN,167,001,136,42.0
9788498386301,PERCY JACKSON EL ULTIMO HEROE DEL OLIMPO 5,9788498386301,RICK RIORDAN,167,001,136,43.0
9788498387131,PERCY JACKSON Y LOS DIOSES GRIEGOS,9788498387131,RICK RIORDAN,167,001,136,42.0
9788498387926,QUIDDITCH A TRAVES DE LOS TIEMPOS,9788498387926,J K ROWLING,167,001,136,30.0
9788498388879,HARRY POTTER Y LA PIEDRA FILOSOFAL 1 . GRYFFINDOR ROJO,9788498388879,J K ROWLING,167,001,136,45.0
9788498388893,HARRY POTTER Y LA PIEDRA FILOSOFAL 1 HUFFLEPUFF AMARILLO,9788498388893,J K ROWLING,167,001,136,45.0
9788498388916,HARRY POTTER Y LA PIEDRA FILOSOFAL 1 . RAVENCLAW AZUL,9788498388916,J K ROWLING,167,001,136,45.0
9788498388930,HARRY POTTER Y LA PIEDRA FILOSOFAL 1 . SLYTHERIN VERDE,9788498388930,J K ROWLING,167,001,136,45.0
9788498389012,PERCY JACKSON GUIA CLASIFICADA DEL CAMPAMENTO MESTIZO,9788498389012,RICK RIORDAN,167,001,136,29.0
9788498389715,HARRY POTTER Y LA CAMARA SECRETA 2 . GRYFFINDOR ROJO,9788498389715,J K ROWLING,167,001,136,46.0
9788498389739,HARRY POTTER Y LA CAMARA SECRETA 2 . HUFFLEPUFF AMARILLO,9788498389739,J K ROWLING,167,001,136,46.0
9788498389753,HARRY POTTER Y LA CAMARA SECRETA 2 . RAVENCLAW AZUL,9788498389753,J K ROWLING,167,001,136,46.0
9788498389777,HARRY POTTER Y LA CAMARA SECRETA 2 . SLYTHERIN VERDE,9788498389777,J K ROWLING,167,001,136,48.0
9788498410860,CUENTOS,9788498410860,FIODOR M. DOSTOIEVSKI,173,001,152,25.0
9788498414004,TODO LO QUE TENGO LO LLEVO CONMIGO,9788498414004,HERTA MULLER,173,001,138,20.0
9788498415933,RECKLESS CARNE DE PIEDRA,9788498415933,ERIC J. HOBSBAWM,173,001,139,14.0
9788498721386,QUE HARIA MAQUIAVELO,9788498721386,STANLEY BING,374,001,255,30.0
9788498723618,LOS CATAROS,9788498723618,STEPHEN O SHEA,309,001,001,18.0
9788498724110,LOS TEMPLARIOS,9788498724110,PIERS PAUL READ,309,001,188,18.0
9788498920208,EL DIAD LA BATALLA DE NOMARDIAN,9788498920208,ANTONY BEEVOR,305,001,110,30.0
9788498921120,REBELDES PRIMITIVOS,9788498921120,ERIC J. HOBSBAWM,305,001,110,25.0
9788498926606,BREVE HISTORIA DE MI VIDA,9788498926606,STEPHEN HAWKING,305,001,110,10.0
9788498953107,LO QUE HACE EL TIEMPO,9788498953107,YOLANDA PANTIN,044,001,147,6.0
9788498954326,LA SOMBRA DEL APOSTADOR,9788498954326,IGOR BARRETO,185,001,206,15.0
9788499080505,LA CAJA NEGRA,9788499080505,AMOS OZ,051,001,138,10.0
9788499080611,PROMETEO ENCADENADO,9788499080611,ESQUILO (TRADUCCIÓN DE RAMÓN IRIGOYEN),001,001,001,8.0
9788499085531,"LOS HOMBRES SON DE MARTE, LAS MUJERES SON DE VENUS",9788499085531,JOHN GRAY,051,001,014,10.0
9788499086156,LAS 8 CLAVES DEL LIDERAZGO,9788499086156,ROBIN SHARMA,051,001,085,27.0
9788499087016,HISTORIA DE LA BELLEZA,9788499087016,UMBERTO ECO,001,001,001,49.0
9788499170633,AMORES TRÁGICOS,9788499170633,HANS-DIETER OTTO,001,001,001,15.0
9788499182292,EL NOVENO CIRCULO DE HIELO,9788499182292,JAMES THOMPSON,347,001,299,14.0
9788499182421,EL BAUL DE VIAJE,9788499182421,BIANCA TURETSKY,347,001,184,12.0
9788499280158,LOS AZTECAS,9788499280158,V.A,273,001,115,10.0
9788499280172,LA ANTIGUA GRECIA,9788499280172,V.A,273,001,115,10.0
9788499280189,LEONARDO DA VINCI,9788499280189,ENCICLOPEDIA DEL ARTE,273,001,012,30.0
9788499280202,EL GRECO,9788499280202,ENCICLOPEDIA DEL ARTE,273,001,012,15.0
9788499280868,MARAVILLAS DEL MUNDO 1001 FOTOS,9788499280868,V.A,273,001,104,10.0
9788499281001,ARQUITECTURA EN EL ESPAÑA DEL SIGLO XX,9788499281001,VARIOS,273,001,011,15.0
9788499281063,ARQUITECTURA DE GAUDI,9788499281063,V.A,273,001,115,10.0
9788499281308,LOS DESIERTOS 1001 FOTOS,9788499281308,V.A,273,001,104,10.0
9788499281414,POKER TEXAS HOLD EM,9788499281414,V.A,273,001,245,12.0
9788499281537,COMPLEMENTOS 200 TRUCOS,9788499281537,V.A,273,001,104,15.0
9788499281544,HABITACIONES INFANTILES,9788499281544,V.A,273,001,104,12.0
9788499402970,DICCIONARIO NIETZSCHE,9788499402970,CHISTIAN NIEMEYER,172,001,061,47.0
9788499420806,VIDA MEMORIAS DE  KEITH RICHARDS,9788499420806,KEITH RICHARDS/JAMES FOX,496,001,171,25.0
9788499894744,EL ASOMBROSO MAURICIO Y SUS ROEDORES SABIOS,9788499894744,TERRY PRATCHETT,051,001,136,24.0
9788499926223,SAPIENS DE ANIMALES A DIOSES,9788499926223,YUVAL NOAH HARARI,199,001,110,47.0
9788865275719,RUNAS MADERA,9788865275719,,001,001,317,58.0
9788866543826,EL HOMBRE MAS RICO DE LOS LLANOS DE APURE Y COLOMBIA,9788866543826,GERARDO LUCAS,288,001,110,15.0
9788997050505,"MY CHAGALL, YOUR PICASSO",9788997050505,V.V.A.A,001,001,001,55.0
978902717897,LA ISLA DEL TESORO,978902717897,R L STEVENSON,141,001,147,8.0
9789057680922,GOTHIC,9789057680922,GOTHIC PATTERNS,001,001,244,10.0
9789463594608,LA BIBLIA PARA NIÑOS,9789463594608,,501,001,221,40.0
9789463595902,LOS SECRETOS DE LA  MAGIA,9789463595902,HERGE,501,001,084,30.0
9789463598651,EL TAROT DEL ZODIACO,9789463598651,,501,001,317,46.0
9789500274401,MARIA CALLAS UNA BIOGRAFIA INTIMA,9789500274401,ANNE EDWARDS,071,001,018,13.0
9789500378345,DISCURSO DEL METODO,9789500378345,RENE DESCARTES,227,001,096,18.0
9789500390125,LOS PAPELES DE ASPERN,9789500390125,HENRY JAMES,001,001,001,8.0
9789500390231,LA DESTRUCCIÓN O EL AMOR,9789500390231,VICENTE ALEIXANDRE,001,001,001,8.0
9789500407588,EL LARGO ADIOS,9789500407588,"R,CHANDLER",269,001,184,7.0
9789500711074,18 DE AMOR,9500711079,VV.AA,083,001,133,6.0
9789500711807,FABULAS SALVAJES,950071180,BIRMAJER MARCELO,083,001,088,8.0
9789500719063,HISTORIAS A FERNANDEZ,9500719061,WOLF EMA,083,001,190,6.0
9789501181074,ANTIGUA ROMA,9789501181074,VA,352,001,136,10.0
9789501516807,POR QUE EL AMOR NO ES SUFICIENTE,9789501516807,SOL GORDON,182,001,014,3.0
9789501519532,NOS VOLVEREMOS A ENCONTRAR EN MI PARAISO,9501519538,ZACHERT CHRISTEL,182,001,172,10.0
9789501520095,PERSEVERANCIA EL LIBRO DE LAS VIRTUDES,9501520099,BENNETT WILLIAM,182,001,151,8.0
9789501603514,EL PODER DE LOS LIMITES,9789501603512,GYORGY DOCZI,445,001,247,20.0
9789504916093,DIEZ NEGRITOS,9789504916093,AGATHA CHRISTIE,139,001,184,5.0
9789504916147,NAVIDADES TRAGICAS,,AGATHA CHRISTIE,427,001,184,4.0
9789504917199,LOS RELOJES,9789504917199,AGATHA CHRISTIE,139,001,184,5.0
9789504934967,EL ZAHIR,9789504934967,PAULO COELHO,139,001,184,10.0
9789505115921,CARTAS 1964-1968 TOMO 2,9789505115921,JULIO CORTAZAR,011,001,138,20.0
9789505115938,CARTAS 1969-1983 TOMO 3,9789505115938,JULIO CORTAZAR,011,001,138,20.0
9789505185771,TOMO I PUBLICACIONES PREPSICOANALITICAS Y MANUSCRITOS 1886-1899,9789505185771,SIGMUND FREUD,067,001,216,20.0
9789505185788,TOMO II ESTUDIOS SOBRE LA HISTERIA J. BREUER Y S. FREUD 1893-1895,9789505185788,SIGMUND FREUD,067,001,216,20.0
9789505185795,TOMO III PRIMERAS PUBLICACIONES PSICOANALITICAS 1893-1899,9789505185795,SIGMUND FREUD,067,001,216,20.0
9789505185825,TOMO VI PSICOPATOLOGIA DE LA VIDA COTIDIANA 1901,9789505185825,SIGMUND FREUD,067,001,216,20.0
9789505185832,TOMO VII FRAGMENTO DE ANALISIS DE UN CASO DE HISTERIA (DORA) 1901-1905,9789505185832,SIGMUND FREUD,067,001,216,20.0
9789505185849,TOMO VIII EL CHISTE Y SU RELACION CON LO INCONCIENTE 1905,9789505185849,SIGMUND FREUD,067,001,216,20.0
9789505185856,TOMO IX EL DELIRIO Y LOS SUEÑOS EN LA GRADIVA DE W. JENSEN 1906-1908,9789505185856,SIGMUND FREUD,067,001,216,20.0
9789505185863,TOMO X ANALISIS DE LA FOBIA DE UN NIÑO DE CINCO AÑOS EL PEQUEÑO HANS 1909,9789505185863,SIGMUND FREUD,067,001,216,20.0
9789505185870,TOMO XI CINCO CONFERENCIAS SOBRE PSICOANALISIS UN RECUERDO INFANTIL DE LEONARDO DA VINCI 1910,9789505185870,SIGMUND FREUD,067,001,216,20.0
9789505185887,TOMO XII SOBRE UN CASO DE PARANOIA SEACRITO AUTOBIOGRAFICAMENTE SCHREBER 1911-1913,9789505185887,SIGMUND FREUD,067,001,216,20.0
9789505185894,TOMO XIII TOTEM Y TABU Y OTRAS OBRAS,9789505185894,SIGMUND FREUD,067,001,216,20.0
9789505185900,TOMO XIV CONTRIBUCION A LA HISTORIA DEL MOVIMIENTO PSICOANALITICO 1914-1916,9789505185900,SIGMUND FREUD,067,001,216,20.0
9789505185917,TOMO XV CONFERENCIAS DE INTRODUCCION AL PSICOANALISIS,9789505185917,SIGMUND FREUD,067,001,216,20.0
9789505185924,TOMO XVI CONFERENCIAS DE INTRODUCCION AL PSICOANALISIS 1916-1917,9789505185924,SIGMUND FREUD,067,001,216,20.0
9789505185931,TOMO XVII DE LA HISTORIA DE UNA NEUROSIS INFANTIL 1917-1919,9789505185931,SIGMUND FREUD,067,001,216,20.0
9789505185948,TOMO XVIII MAS ALLA DEL PRINCIPIO DE PLACER PSICOLOGIA DE LAS MASAS 1920-1922,9789505185948,SIGMUND FREUD,067,001,216,20.0
9789505185955,TOMO XIX EL YO Y EL ELLO Y OTRAS OBRAS 1923-1925,9789505185955,SIGMUND FREUD,067,001,216,20.0
9789505185962,TOMO XX PRESENTACION AUTOBIOGRAFICA INHIBICON SINTOMA Y ANGUSTIA,9789505185962,SIGMUND FREUD,067,001,216,20.0
9789505185979,TOMO XXI EL PORVENIR DE UNA ILUSION 1927-1931,9789505185979,SIGMUND FREUD,067,001,216,20.0
9789505185986,TOMO XXII NUEVAS CONFERENCIAS DE INTRODUCCION AL PSICOANALISIS,9789505185986,SIGMUND FREUD,067,001,216,20.0
9789505185993,TOMO XXIII MOISES Y LA RELIGION MONOTEISTA,9789505185993,SIGMUND FREUD,067,001,216,20.0
9789505186006,TOMO XXIV INDICES Y BIBLIOGRAFIAS,9789505186006,SIGMUND FREUD,067,001,216,20.0
9789505576289,PAUL GROUSSAC UN ESTRATEGA INTELECTUAL,9789505576289,PAULA BRUNO,097,001,126,15.0
9789505576821,LAS PASIONES INTELECTUALES TOMO I Y TOMO II,9789505576821,ELIZABETH BADINTER,097,001,100,40.0
9789505577026,FILOSOFOS EN LA TORMENTA,9789505577026,ELISABBETH ROUDINESCO,097,001,099,18.0
9789505577552,IMAGEN DE JULIO CORTAZAR,9789505577552,SOLARES IGNACIO,097,001,236,10.0
9789505577651,ATRAVESAR FRONTERAS,9789505577651,JEAN PIERRE VERNANT,097,001,096,15.0
9789505578573,"ACCION, HISTORIA Y ORDEN INSTITUCIONAL",9789505578573,RUDIGER BUBNER,097,001,096,20.0
9789505578788,LA MIRADA DE JANO,9789505578788,CARLO GALLI,097,001,096,15.0
9789505579198,EL SUJETO ANTE SU MUERTE,9789505579198,ALBERTO PECZNIK,097,001,216,20.0
9789505579778,LOS SENTIDOS DE UNA VIDA 1913-2005,9789505579778,PAUL RICOEUR,097,001,096,40.0
9789505579839,LA REPUBLICA DE PLATON,9789505579839,ALAIN BADIOU,097,001,096,25.0
9789505579860,REPRESENTAR EL CAPITAL,9789505579860,FREDRIC JAMESON,097,001,096,15.0
9789507300394,EN QUE CREEN LOS QUE NO CREEN,9789507300394,UMBERTO ECO,139,001,096,5.0
9789507311130,NADIE NADA NUNCA,9789507311130,JUAN JOSE SAER,168,001,184,10.0
9789507311673,LA OCASION,9789507311673,JUAN JOSE SAER,168,001,184,20.0
9789508082930,LOS CHICOS Y EL QUIJOTE,9508082933,V.V.A.A,110,001,136,12.0
9789509575707,LA VIDA Y OBRAS DE LAUTREC,9789509575707,NATHANIEL HARRIS,116,001,012,5.0
9789509575721,EL ARTE DE LOS IMPRESIONISTAS,9789509575721,JANICE ANDERSON,389,001,012,5.0
9789561209152,EL PRINCIPE Y EL MENDIGO,9789561209152,MARK TWAIN,186,001,176,6.0
9789562394895,APUNTES AUTISTAS,9789562394895,ALBERTO FUGUET,006,001,049,10.0
9789562475983,LECCIONES DE SEDUCCION,9789562475983,PILAR SORDO,139,001,014,4.0
9789562475990,NO QUIERO CRECER,9789562475990,PILAR SORDO,022,001,014,2.0
9789562890922,FILOSOFIA DE LA REDENCION,9789562890922,PHILIPP MAINLANDER,097,001,103,15.0
9789580427407,DEL AMOR Y OTROS DEMONIOS,9789580427407,GABRIEL GARCIA MARQUEZ,001,001,001,0.0
9789580432029,LA HORA SIN SOMBRA,9789580432029,OSVALDO SORIANO,410,001,184,3.0
9789580432050,EL SOMBRERO DE TRES PICOS,9789580432050,PEDRO ANTONIO DE ALARCON,410,001,184,3.0
9789580434276,NOTICIA DE UN SECUESTRO,9789580434276,GABRIEL GARCÍA MÁRQUEZ,001,001,001,12.0
9789580484608,EL PAIS DE LAS PALABRAS,9789580484608,DANIEL MORDZINSKI,235,001,018,9.0
9789580610946,HISTORIAS QUE SON CUENTOS Y CUENTOS QUE NO SON HISTORIA,9580610946,BERNARDO CELIS PARRA,079,001,152,12.0
9789582807252,AYUDANDO A LA MEMORIA,9789582807252,JOSEP M ALBAIGES,040,001,291,2.0
9789582810436,LOS CUADERNOS DE PRAGA,9789582810436,ABEL POSSE,040,001,184,2.0
9789583000768,LA DIVINA COMEDIA,9789583000768,DANTE,137,001,001,15.0
9789583002632,LOS ANIMALES FRUTEROS,9789583002632,CELSO ROMAN,137,001,055,6.0
9789583003547,EL INTREPIDO SIMON AVENTURAS DEL LIBERTADOR,9789583003547,CARLOS BASTIDAS PADILLA,137,001,172,12.0
9789583202575,UNA JAULA DE ORO,9789583202575,CAMILLA LACKBERG,001,001,001,22.0
9789583202612,EL CAMINO DEL LOBO,9789583202612,JORDAN BELFORT,190,001,255,20.0
9789583599798,EL JUEGO DE RIPPER,9789583599798,ISABEL ALLENDE,051,001,184,21.0
9789583801549,ESCRITOS MEXICANOS,9789583801549,PORFIRIO BARBA JACOB,097,001,150,28.0
9789584202758,CRISTOBAL NONATO ,9789584202758,CARLOS FUENTES,168,001,184,15.0
9789584205582,VERONIKA DECIDE MORIR,9584205587,PAULO COELHO,142,001,184,10.0
9789584214256,EL ARRECIFE,9789584214256,JUAN CARLOS BOTERO ,168,001,162,10.0
9789584227966,NUEVA GRAMATICA BASICA DE LA LENGUA ESPAÑOLA,9789584227966,REAL ACADEMIA ESPAÑOLA,270,001,137,3.0
9789584228147,INSTINTO. LAZOS DE SANGRE,9789584228147,AMANDA HOCKING,001,001,001,10.0
9789584229052,EL TUNEL,9789584229052,ERNESTO SABATO,006,001,001,3.0
9789584229380,HADO,9789584229380,AMANDA HOCKING,001,001,001,10.0
9789584229724,MANUAL PARA NO MORIR DE AMOR,9584229729,WALTER RISO,139,001,014,4.0
9789584230133,LOS OJOS AMARILLOS DE LOS COCODRILOS,9789584230133,KATHERINE PANCOL,139,001,184,6.0
9789584230539,EL TUNEL,9789584230539,ERNESTO SABATO,139,001,136,3.0
9789584230546,FUENTE OVEJUNA,9789584230546,LOPE DE VEGA,148,001,132,3.0
9789584230560,LA VIDA ES SUEÑO,9789584230560,PEDRO CALDERON DE LA BARCA,148,001,136,4.0
9789584230607,ODISEA,9789584230607,HOMERO,141,001,206,3.0
9789584230614,REBELION EN LA GRANJA,9789584230614,REBELION EN LA GRANJA,139,001,001,0.0
9789584230744,ABECEDARIO FANTASTICO,9789584230744,URSULA WOLFEL,148,001,131,3.0
9789584230751,EL ULTIMO VAMPIRO,9789584230751,WILLIS HALL,148,001,132,8.0
9789584230775,GALLINAS SUPERGALLINAS,9789584230775,DICK KING-SMITH,148,001,132,8.0
